timestamp,value
1982-01,6282.09
1982-02,5408.97
1982-03,5630.61
1982-04,5177.4
1982-05,5314.41
1982-06,5583.84
1982-07,6317.52
1982-08,6169.68
1982-09,5419.86
1982-10,5188.98
1982-11,5201.31
1982-12,5541.66
1983-01,5867.37
1983-02,5174.37
1983-03,5474.64
1983-04,5111.16
1983-05,5231.76
1983-06,5731.44
1983-07,6604.95
1983-08,6898.71
1983-09,5868.12
1983-10,5487.93
1983-11,5488.47
1983-12,6369.57
1984-01,6498.96
1984-02,5686.92
1984-03,6003.21
1984-04,5432.52
1984-05,5766.51
1984-06,6289.47
1984-07,6637.35
1984-08,6878.88
1984-09,5855.94
1984-10,5728.08
1984-11,5711.4
1984-12,5999.88
1985-01,6835.68
1985-02,5947.26
1985-03,5849.1
1985-04,5546.31
1985-05,5903.7
1985-06,6160.89
1985-07,6801.66
1985-08,6781.5
1985-09,6074.97
1985-10,5843.67
1985-11,5772.81
1985-12,6577.65
1986-01,6524.1
1986-02,5770.08
1986-03,5905.02
1986-04,5582.22
1986-05,5919.45
1986-06,6450.45
1986-07,7280.16
1986-08,6754.98
1986-09,6200.76
1986-10,5932.62
1986-11,5892.96
1986-12,6406.53
1987-01,6682.47
1987-02,5821.02
1987-03,6055.47
1987-04,5684.88
1987-05,6182.22
1987-06,6767.67
1987-07,7437.45
1987-08,7429.35
1987-09,6390.24
1987-10,6090.27
1987-11,6007.74
1987-12,6615
1988-01,7128
1988-02,6501.06
1988-03,6415.14
1988-04,5874.27
1988-05,6245.4
1988-06,6975.21
1988-07,7717.05
1988-08,8022.24
1988-09,6600.69
1988-10,6311.31
1988-11,6281.82
1988-12,6976.5
1989-01,6971.88
1989-02,6591.33
1989-03,6797.4
1989-04,6232.47
1989-05,6594.6
1989-06,7061.82
1989-07,7702.11
1989-08,7750.08
1989-09,6805.44
1989-10,6587.61
1989-11,6569.4
1989-12,7759.11
1990-01,7120.17
1990-02,6381.24
1990-03,6757.62
1990-04,6332.64
1990-05,6687.24
1990-06,7468.05
1990-07,7986.84
1990-08,8054.49
1990-09,7136.07
1990-10,6743.82
1990-11,6407.88
1990-12,7117.71
1991-01,7447.86
1991-02,6324.63
1991-03,6635.85
1991-04,6267.18
1991-05,7026.51
1991-06,7447.92
1991-07,8153.61
1991-08,8034.54
1991-09,7011.3
1991-10,6697.74
1991-11,6636.09
1991-12,7007.55
1992-01,7319.1
1992-02,6532.83
1992-03,6739.95
1992-04,6325.11
1992-05,6610.65
1992-06,7105.26
1992-07,7984.44
1992-08,7656.09
1992-09,7042.8
1992-10,6638.67
1992-11,6637.89
1992-12,7323.78
1993-01,7373.91
1993-02,6739.89
1993-03,7038.9
1993-04,6338.76
1993-05,6671.88
1993-06,7488.75
1993-07,8468.1
1993-08,8374.41
1993-09,7095.48
