timestamp,value
1982-01,1674.15
1982-02,1676.16
1982-03,1665.27
1982-04,1726.97
1982-05,1769.37
1982-06,1800.15
1982-07,1808.78
1982-08,1740.94
1982-09,1716.27
1982-10,1703.65
1982-11,1669.41
1982-12,1623.3
1983-01,1662.22
1983-02,1684.55
1983-03,1669.95
1983-04,1706.39
1983-05,1702.15
1983-06,1721.8
1983-07,1723.59
1983-08,1724.03
1983-09,1769.91
1983-10,1776.18
1983-11,1832.94
1983-12,1834.98
1984-01,1872.84
1984-02,1939.26
1984-03,2003.65
1984-04,2100.73
1984-05,2153.45
1984-06,2205.94
1984-07,2227.82
1984-08,2201.25
1984-09,2267.36
1984-10,2305.11
1984-11,2380.24
1984-12,2317.6
1985-01,2418.13
1985-02,2462.32
1985-03,2476.02
1985-04,2559.13
1985-05,2592.53
1985-06,2595.72
1985-07,2658.63
1985-08,2718.57
1985-09,2783.86
1985-10,2834.64
1985-11,2920.23
1985-12,2939.09
1986-01,2977.04
1986-02,2974.23
1986-03,2988.85
1986-04,3003.09
1986-05,3103.64
1986-06,3145.98
1986-07,3139.76
1986-08,3226.48
1986-09,3269.67
1986-10,3299.55
1986-11,3265.36
1986-12,3259.48
1987-01,3339.16
1987-02,3374.52
1987-03,3371.33
1987-04,3497.63
1987-05,3554.45
1987-06,3512.53
1987-07,3474.21
1987-08,3479.17
1987-09,3601.73
1987-10,3611.24
1987-11,3540.12
1987-12,3735.86
1988-01,3783.03
1988-02,3882.02
1988-03,3876.33
1988-04,4086.62
1988-05,4154.92
1988-06,4151.25
1988-07,4190.03
1988-08,4220.9
1988-09,4251.04
1988-10,4295.49
1988-11,4423.96
1988-12,4517.62
1989-01,4686.9
1989-02,4870.07
1989-03,4867.83
1989-04,4986.06
1989-05,5015.89
1989-06,5043.71
1989-07,5030.95
1989-08,5137.86
1989-09,5118.81
1989-10,5124.46
1989-11,5164.26
1989-12,5218.59
1990-01,5317.28
1990-02,5411.99
1990-03,5418.55
1990-04,5533.68
1990-05,5482.58
1990-06,5438.63
1990-07,5448.32
1990-08,5473.64
1990-09,5617.73
1990-10,5583.75
1990-11,5559.94
1990-12,5578.11
1991-01,5708.65
1991-02,5682.25
1991-03,5650.27
1991-04,5563.39
1991-05,5444.99
1991-06,5422.65
1991-07,5435.63
1991-08,5340.52
1991-09,5321.07
1991-10,5256.24
1991-11,5296.99
1991-12,5281.24
1992-01,5355.44
1992-02,5347.89
1992-03,5384.93
1992-04,5475.77
1992-05,5377.91
1992-06,5459.4
1992-07,5440.77
1992-08,5412.6
1992-09,5506.43
1992-10,5514.8
1992-11,5565.58
1992-12,5451.36
1993-01,5437.25
1993-02,5352.18
1993-03,5349.35
1993-04,5449.23
1993-05,5429.78
1993-06,5433.04
1993-07,5362.22
1993-08,5391.74
1993-09,5410.7
1993-10,5445.97
1993-11,5486.9
1993-12,5529.95
