timestamp,value
1983-01,3528.48
1983-02,3662.34
1983-03,3648.9
1983-04,3788.42
1983-05,3700.22
1983-06,3791.58
1983-07,3789.56
1983-08,3868.1
1983-09,4160.68
1983-10,3801.34
1983-11,3905.34
1983-12,3971.42
1984-01,3989.14
1984-02,3776.74
1984-03,3902
1984-04,4164.14
1984-05,4047.38
1984-06,4014.52
1984-07,4083.88
1984-08,4063.68
1984-09,4143
1984-10,3973.64
1984-11,4113.42
1984-12,4170.46
1985-01,4012.48
1985-02,4104.5
1985-03,4152.06
1985-04,4496.4
1985-05,4202.9
1985-06,4291.5
1985-07,4478.28
1985-08,4311
1985-09,4763.28
1985-10,4312.62
1985-11,4343.64
1985-12,4751.44
1986-01,4570.24
1986-02,4491
1986-03,4536.76
1986-04,4700.3
1986-05,4593.82
1986-06,4624.12
1986-07,4648.18
1986-08,4695.24
1986-09,4918
1986-10,4787.18
1986-11,4866.68
1986-12,5347.18
1987-01,5069.12
1987-02,4869.7
1987-03,5087.64
1987-04,5471.8
1987-05,5102.44
1987-06,5310.96
1987-07,5147.76
1987-08,5054.72
1987-09,5252.98
1987-10,5400.96
1987-11,5329.82
1987-12,5511.32
1988-01,5303.48
1988-02,5213.86
1988-03,5301.44
1988-04,5679.58
1988-05,5399.78
1988-06,5548.84
1988-07,5508.16
1988-08,5491.84
1988-09,5703.7
1988-10,5586.62
1988-11,5712.76
1988-12,5873.48
1989-01,5735.42
1989-02,5691.64
1989-03,5632.7
1989-04,6076.14
1989-05,5731.02
1989-06,5916.32
1989-07,5664.74
1989-08,5650.3
1989-09,5812.14
1989-10,5868.78
1989-11,5850.78
1989-12,6089.3
1990-01,5858.18
1990-02,5850.12
1990-03,5902.74
1990-04,5945.4
1990-05,6032.92
1990-06,6127.08
1990-07,6175.96
1990-08,6207.72
1990-09,6220.62
1990-10,6317.62
1990-11,6377.42
1990-12,6551.46
1991-01,6524.12
1991-02,6500.32
1991-03,6306.1
1991-04,6379.56
1991-05,6357.58
1991-06,6372.08
1991-07,6408.02
1991-08,6395.26
1991-09,6432.72
1991-10,6667.14
1991-11,6590.38
1991-12,7061.22
1992-01,6662.58
1992-02,6606.94
1992-03,6719.42
1992-04,6640.22
1992-05,6654.58
1992-06,6889.32
1992-07,6953.12
1992-08,6872.76
1992-09,7281.68
1992-10,6936.34
1992-11,7103.74
1992-12,7358.02
1993-01,7151.04
1993-02,7242.52
1993-03,7371.74
1993-04,7374.84
1993-05,7430.4
1993-06,7886.56
1993-07,7529.52
1993-08,7722.24
1993-09,7858.7
1993-10,7695.32
1993-11,7983.84
1993-12,8199.42
1994-01,8081.78
1994-02,7949.02
