timestamp,value
1983-01,4536.6
1983-02,4493.6
1983-03,4683.8
1983-04,4638.6
1983-05,4113.4
1983-06,3600.8
1983-07,4609.2
1983-08,5140.4
1983-09,4139.4
1983-10,4045.4
1983-11,4316.2
1983-12,4289.2
1984-01,4072.2
1984-02,3266
1984-03,4433.4
1984-04,3943
1984-05,4337.2
1984-06,4050.4
1984-07,4271
1984-08,4546.6
1984-09,4722.4
1984-10,3948
1984-11,5010.4
1984-12,4363.6
1985-01,3971.6
1985-02,5018.4
1985-03,5399.4
1985-04,4392.4
1985-05,4693.6
1985-06,5447.2
1985-07,5250.6
1985-08,5133
1985-09,5432.4
1985-10,5423.8
1985-11,4766
1985-12,5726.2
1986-01,4696
1986-02,5864.8
1986-03,6156.4
1986-04,5883.2
1986-05,6265.8
1986-06,6388
1986-07,6055
1986-08,6914
1986-09,7358.8
1986-10,7393.2
1986-11,7659.2
1986-12,9621.4
1987-01,6917.6
1987-02,7426.6
1987-03,8394.6
1987-04,7029.8
1987-05,7628.8
1987-06,7220.4
1987-07,7900.2
1987-08,7498.2
1987-09,7805.6
1987-10,8637.4
1987-11,8356.2
1987-12,8356.8
1988-01,7067.6
1988-02,7940.2
1988-03,7755.4
1988-04,8344
1988-05,7751.6
1988-06,7136.2
1988-07,7998.8
1988-08,7573.6
1988-09,7807.6
1988-10,7948.2
1988-11,8002.4
1988-12,7869.4
1989-01,7162
1989-02,7397
1989-03,7478.8
1989-04,7593.6
1989-05,6710.6
1989-06,7476.2
1989-07,6867.8
1989-08,6384.8
1989-09,6450.6
1989-10,6470.2
1989-11,7455.4
1989-12,7665.4
1990-01,5892.8
1990-02,6762.2
1990-03,7225.8
1990-04,7215.2
1990-05,6818.8
1990-06,7267.2
1990-07,6930.2
1990-08,7118.4
1990-09,6766.8
1990-10,6909.2
1990-11,7471.8
1990-12,7731.6
1991-01,3980.4
1991-02,4421.8
1991-03,4813.4
1991-04,4416.2
1991-05,5244.6
1991-06,4440.4
1991-07,5574.2
1991-08,4792.4
1991-09,5480.8
1991-10,5102.6
1991-11,5449.2
1991-12,5882.6
1992-01,5839
1992-02,6137.6
1992-03,5896
1992-04,5560.2
1992-05,4700.6
1992-06,4548
1992-07,5060.4
1992-08,5884.4
1992-09,5533
1992-10,5867.8
1992-11,6069.8
1992-12,6415.8
1993-01,5506.6
1993-02,6617
1993-03,6906.6
1993-04,6115.8
1993-05,6200
1993-06,5544.8
1993-07,6145
1993-08,6386.2
1993-09,5987
1993-10,6484.6
1993-11,7210.2
1993-12,6990.2
1994-01,6046.4
1994-02,7158.8
