timestamp,Asset_ID,Count,Open,High,Low,Close,Volume,VWAP,Target
22-09-2013 09:10,2,40,2376.58,2399.5,2357.14,2374.59,19.23300519,2373.116392,-0.004218152
22-09-2013 09:11,0,5,8.53,8.53,8.53,8.53,78.38,8.53,-0.014398966
22-09-2013 09:12,1,229,13835.194,14013.8,13666.11,13850.176,31.55006152,13827.06209,-0.014643224
22-09-2013 09:13,5,32,7.6596,7.6596,7.6567,7.6576,6626.71337,7.657712894,-0.013922447
22-09-2013 09:14,7,5,25.92,25.92,25.874,25.877,121.08731,25.89136301,-0.008263505
22-09-2013 09:15,6,173,738.3025,746,732.51,738.5075,335.9878562,738.8392915,-0.004808604
22-09-2013 09:16,9,167,225.33,227.78,222.98,225.2066667,411.8966423,225.1979436,-0.009791423
22-09-2013 09:17,11,7,329.09,329.88,329.09,329.46,6.63571014,329.4541176,0
22-09-2013 09:18,2,53,2374.553333,2400.9,2354.2,2372.286667,24.05025946,2371.434498,-0.00407943
22-09-2013 09:19,0,7,8.53,8.53,8.5145,8.5145,71.39,8.520214652,-0.015875448
22-09-2013 09:20,1,235,13835.036,14052.3,13680,13828.102,31.04643211,13840.36259,-0.015036539
22-09-2013 09:21,5,10,7.6568,7.6569,7.6567,7.6567,3277.475494,7.656748806,-0.014533668
22-09-2013 09:22,7,1,25.897,25.897,25.897,25.897,1.468019,25.897,-0.02990234
22-09-2013 09:23,6,192,738.5075,745.14,732.49,738.26,232.7931411,738.2689674,-0.004440663
22-09-2013 09:24,9,212,225.1333333,227.38,222.45,224.8566667,3640.502706,224.4466253,-0.01299115
22-09-2013 09:25,11,1,329.45,329.45,329.45,329.45,0.34941958,329.45,-0.009690452
22-09-2013 09:26,2,61,2371.633333,2401.9,2353.7,2372.063333,42.67643847,2375.442755,-0.002892417
22-09-2013 09:27,0,45,8.5065,8.5299,8.4848,8.4848,1546.82,8.501393628,-0.015410133
22-09-2013 09:28,1,528,13823.9,14000.4,13601,13801.314,55.06182014,13806.06801,-0.010308657
22-09-2013 09:29,5,22,7.6569,7.6569,7.65,7.6512,5623.557585,7.654266976,-0.012546164
22-09-2013 09:30,7,11,26.4695,27.072,25.869,26.4695,76.16392164,26.46951262,-0.030832341
22-09-2013 09:31,6,120,738.3325,745.12,730,737.5025,174.1380312,737.9944574,-0.004205657
22-09-2013 09:32,9,102,226.262,229.16,222.44,226,328.3502857,225.9804335,-0.003571508
22-09-2013 09:33,11,3,329.27,329.27,329.19,329.19,1.18955308,329.1989789,0.006566919
22-09-2013 09:34,2,95,2376.06,2406.4,2344,2370.566667,37.82091756,2371.096152,-0.003718434
22-09-2013 09:35,0,14,8.5009,8.5066,8.4744,8.5009,125.8,8.479810016,-0.012523652
22-09-2013 09:36,1,435,13802.512,13999,13576.28,13768.04,38.78052949,13783.5981,-0.008999255
22-09-2013 09:37,5,12,7.65,7.6503,7.6358,7.6358,1696.632459,7.649659579,-0.011169514
22-09-2013 09:38,7,16,26.459,27.07,25.829,26.4495,408.7748482,26.45673524,-0.028898892
22-09-2013 09:39,6,156,737.2225,744.69,728.93,737.1025,165.3839256,737.3036311,-0.002205368
22-09-2013 09:40,9,138,225.08,226.72,221,224.275,507.4055793,224.5523413,-0.002555625
22-09-2013 09:41,11,2,328.16,328.16,328.16,328.16,1.512079,328.16,-0.00729927
22-09-2013 09:42,2,33,2372.656667,2404.6,2343.4,2370.173333,8.51967897,2370.34573,-0.002171079
22-09-2013 09:43,0,5,8.5007,8.5007,8.456,8.456,125.01,8.458435005,-0.005940476
22-09-2013 09:44,1,742,13766,13955.9,13554.44,13724.914,108.5016369,13735.58684,-0.008079397
22-09-2013 09:45,5,19,7.6358,7.6358,7.61,7.61,2268.362218,7.6280755,-0.006154253
22-09-2013 09:46,7,25,26.4515,27.07,25.783,26.437,529.3376002,26.44298774,-0.030909091
22-09-2013 09:47,6,118,736.53,743.8,727.11,735.705,193.0780387,736.1630258,-0.001744423
22-09-2013 09:48,9,204,224.5075,225.96,221.25,223.82,1035.67183,224.0329534,0.000531086
22-09-2013 09:49,11,7,328.18,328.18,327.43,327.43,11.99797154,328.0777765,-0.010619389
22-09-2013 09:50,2,44,2368.806667,2400.1,2344,2367.486667,27.45979455,2367.328281,-0.009202065
22-09-2013 09:51,0,89,8.456,8.456,8.3999,8.4,3765.25,8.403467602,-0.005455109
22-09-2013 09:52,1,554,13717.714,14000.7,13520,13717.112,70.80577587,13706.95203,-0.004422081
22-09-2013 09:53,5,53,7.6192,7.6192,7.5359,7.572,4079.555978,7.581642075,-0.008653884
