,Timestamp,Value
0,1971-12-31,7878.0
1,1972-12-31,7670.0
2,1973-12-31,7846.0
3,1974-12-31,7815.0
4,1975-12-31,7817.0
5,1976-12-31,7720.0
6,1977-12-31,7500.0
7,1978-12-31,7187.0
8,1979-12-31,6913.0
9,1980-12-31,6690.0
10,1981-12-31,6462.0
11,1982-12-31,6162.0
12,1983-12-31,6178.0
13,1984-12-31,5924.0
14,1985-12-31,5378.0
15,1986-12-31,4852.0
16,1987-12-31,4310.0
17,1988-12-31,3885.0
18,1989-12-31,3509.0
19,1990-12-31,3319.0
20,1991-12-31,3154.0
21,1992-12-31,3047.0
22,1993-12-31,2895.0
23,1994-12-31,2659.0
24,1995-12-31,2389.0
