,Timestamp,Value
0,1978-01-31,115.9
1,1978-02-28,116.0
2,1978-03-31,123.3
3,1978-04-30,123.0
4,1978-05-31,123.0
5,1978-06-30,122.0
6,1978-07-31,126.0
7,1978-08-31,112.3
8,1978-09-30,112.1
9,1978-10-31,123.6
10,1978-11-30,126.8
11,1978-12-31,129.3
12,1979-01-31,121.8
13,1979-02-28,122.8
14,1979-03-31,119.7
15,1979-04-30,121.2
16,1979-05-31,124.0
17,1979-06-30,126.2
18,1979-07-31,125.7
19,1979-08-31,118.5
20,1979-09-30,118.3
21,1979-10-31,143.9
22,1979-11-30,124.5
23,1979-12-31,124.2
24,1980-01-31,120.1
25,1980-02-29,113.6
26,1980-03-31,118.1
27,1980-04-30,117.5
28,1980-05-31,122.9
29,1980-06-30,123.5
30,1980-07-31,122.7
31,1980-08-31,118.4
32,1980-09-30,118.6
33,1980-10-31,142.3
34,1980-11-30,122.8
35,1980-12-31,124.6
36,1981-01-31,123.2
37,1981-02-28,117.9
38,1981-03-31,122.2
39,1981-04-30,123.9
40,1981-05-31,129.8
41,1981-06-30,130.5
42,1981-07-31,131.8
43,1981-08-31,125.4
44,1981-09-30,127.0
45,1981-10-31,153.9
46,1981-11-30,131.4
47,1981-12-31,132.7
48,1982-01-31,130.1
49,1982-02-28,126.4
50,1982-03-31,129.9
51,1982-04-30,130.7
52,1982-05-31,135.6
53,1982-06-30,136.9
54,1982-07-31,136.8
55,1982-08-31,130.6
56,1982-09-30,132.3
57,1982-10-31,156.7
58,1982-11-30,137.2
59,1982-12-31,138.2
60,1983-01-31,134.9
61,1983-02-28,127.1
