,Timestamp,Value
0,1977-12-31,3.0
1,1978-01-31,2.8
2,1978-02-28,2.8
3,1978-03-31,2.9
4,1978-04-30,2.9
5,1978-05-31,2.9
6,1978-06-30,2.7
7,1978-07-31,2.6
8,1978-08-31,2.8
9,1978-09-30,2.8
10,1978-10-31,2.4
11,1978-11-30,2.4
12,1978-12-31,2.4
13,1979-01-31,2.4
14,1979-02-28,2.5
15,1979-03-31,2.4
16,1979-04-30,2.3
17,1979-05-31,2.3
18,1979-06-30,2.1
19,1979-07-31,2.1
20,1979-08-31,2.1
21,1979-09-30,2.1
22,1979-10-31,2.2
23,1979-11-30,2.2
24,1979-12-31,2.3
25,1980-01-31,2.4
26,1980-02-29,2.4
27,1980-03-31,2.5
28,1980-04-30,2.2
29,1980-05-31,2.6
30,1980-06-30,2.6
31,1980-07-31,2.6
32,1980-08-31,2.8
33,1980-09-30,2.9
34,1980-10-31,3.3
35,1980-11-30,3.7
36,1980-12-31,4.5
37,1981-01-31,4.7
38,1981-02-28,5.2
39,1981-03-31,5.6
40,1981-04-30,5.8
41,1981-05-31,5.7
42,1981-06-30,5.4
43,1981-07-31,5.0
44,1981-08-31,5.3
45,1981-09-30,5.2
46,1981-10-31,4.9
47,1981-11-30,4.7
48,1981-12-31,4.1
49,1982-01-31,4.1
50,1982-02-28,4.1
51,1982-03-31,3.9
52,1982-04-30,4.0
53,1982-05-31,4.4
54,1982-06-30,4.5
55,1982-07-31,4.2
56,1982-08-31,4.6
57,1982-09-30,4.4
58,1982-10-31,4.6
59,1982-11-30,4.3
60,1982-12-31,3.8
61,1983-01-31,4.1
62,1983-02-28,3.7
63,1983-03-31,3.6
64,1983-04-30,3.6
65,1983-05-31,3.4
66,1983-06-30,3.4
67,1983-07-31,3.5
68,1983-08-31,3.4
69,1983-09-30,3.7
70,1983-10-31,3.4
71,1983-11-30,3.3
