,Timestamp,Value
0,1980-03-31,3085.0
1,1980-06-30,2900.0
2,1980-09-30,2731.0
3,1980-12-31,2879.0
4,1981-03-31,2990.0
5,1981-06-30,3041.0
6,1981-09-30,3023.0
7,1981-12-31,3111.0
8,1982-03-31,3026.0
9,1982-06-30,3029.0
10,1982-09-30,3115.0
11,1982-12-31,2994.0
12,1983-03-31,3105.0
13,1983-06-30,3295.0
14,1983-09-30,3531.0
15,1983-12-31,3751.0
16,1984-03-31,4063.0
17,1984-06-30,4249.0
18,1984-09-30,4354.0
19,1984-12-31,4442.0
20,1985-03-31,4381.0
21,1985-06-30,4590.0
22,1985-09-30,4540.0
23,1985-12-31,4674.0
24,1986-03-31,4640.0
25,1986-06-30,4809.0
26,1986-09-30,4949.0
27,1986-12-31,4989.0
28,1987-03-31,4921.0
29,1987-06-30,5027.0
30,1987-09-30,5113.0
31,1987-12-31,5221.0
32,1988-03-31,5205.0
33,1988-06-30,5152.0
34,1988-09-30,5261.0
35,1988-12-31,5409.0
36,1989-03-31,5343.0
37,1989-06-30,5419.0
38,1989-09-30,5505.0
39,1989-12-31,5550.0
40,1990-03-31,5586.0
41,1990-06-30,5656.0
42,1990-09-30,5677.0
43,1990-12-31,5553.0
44,1991-03-31,5338.0
45,1991-06-30,5535.0
46,1991-09-30,5758.0
47,1991-12-31,5818.0
48,1992-03-31,5868.0
49,1992-06-30,6073.0
50,1992-09-30,6286.0
51,1992-12-31,6373.0
52,1993-03-31,6322.0
