,Timestamp,Value
0,1978-06-30,6.8
1,1978-07-31,7.29
2,1978-08-31,7.98
3,1978-09-30,9.34
4,1978-10-31,9.4
5,1978-11-30,11.32
6,1978-12-31,3.58
7,1979-01-31,6.7
8,1979-02-28,8.22
9,1979-03-31,6.76
10,1979-04-30,8.14
11,1979-05-31,10.63
12,1979-06-30,9.15
13,1979-07-31,8.42
14,1979-08-31,8.44
15,1979-09-30,10.1
16,1979-10-31,11.43
17,1979-11-30,11.57
18,1979-12-31,9.99
19,1980-01-31,8.99
20,1980-02-29,9.0
21,1980-03-31,10.66
22,1980-04-30,7.88
23,1980-05-31,8.75
24,1980-06-30,10.58
25,1980-07-31,9.34
26,1980-08-31,8.87
27,1980-09-30,9.11
28,1980-10-31,9.27
29,1980-11-30,9.38
30,1980-12-31,6.57
31,1981-01-31,5.16
32,1981-02-28,7.7
33,1981-03-31,9.2
34,1981-04-30,8.94
35,1981-05-31,10.0
36,1981-06-30,10.62
37,1981-07-31,12.48
38,1981-08-31,11.52
39,1981-09-30,10.94
40,1981-10-31,9.82
41,1981-11-30,9.17
42,1981-12-31,7.61
43,1982-01-31,7.32
44,1982-02-28,8.89
45,1982-03-31,8.17
46,1982-04-30,11.05
47,1982-05-31,10.35
48,1982-06-30,9.86
49,1982-07-31,10.19
50,1982-08-31,8.58
51,1982-09-30,10.84
52,1982-10-31,10.57
53,1982-11-30,11.47
54,1982-12-31,8.87
55,1983-01-31,8.89
56,1983-02-28,9.0
57,1983-03-31,8.94
58,1983-04-30,10.61
59,1983-05-31,7.92
60,1983-06-30,11.52
61,1983-07-31,11.69
62,1983-08-31,12.28
63,1983-09-30,11.1
64,1983-10-31,10.06
65,1983-11-30,9.26
66,1983-12-31,10.47
67,1984-01-31,9.7
68,1984-02-29,9.9
69,1984-03-31,10.61
70,1984-04-30,8.87
71,1984-05-31,8.07
72,1984-06-30,9.16
73,1984-07-31,8.72
74,1984-08-31,9.93
75,1984-09-30,9.62
76,1984-10-31,9.75
77,1984-11-30,11.42
78,1984-12-31,10.39
79,1985-01-31,9.09
80,1985-02-28,8.78
81,1985-03-31,9.45
82,1985-04-30,10.74
83,1985-05-31,10.42
