,Timestamp,Value
0,1948-12-31,1708.0
1,1949-12-31,1319.0
2,1950-12-31,2046.0
3,1951-12-31,2148.0
4,1952-12-31,1784.0
5,1953-12-31,2108.0
6,1954-12-31,1849.0
7,1955-12-31,2429.0
8,1956-12-31,2440.0
9,1957-12-31,2414.0
10,1958-12-31,2213.0
11,1959-12-31,2834.0
12,1960-12-31,2952.0
13,1961-12-31,3017.0
14,1962-12-31,3130.0
15,1963-12-31,3359.0
16,1964-12-31,3776.0
17,1965-12-31,4181.0
18,1966-12-31,4748.0
19,1967-12-31,4461.0
20,1968-12-31,4975.0
21,1969-12-31,5358.0
22,1970-12-31,5379.0
23,1971-12-31,5356.0
24,1972-12-31,6534.0
25,1973-12-31,7475.0
26,1974-12-31,7250.0
27,1975-12-31,5783.0
28,1976-12-31,5921.0
29,1977-12-31,8152.0
30,1978-12-31,8736.0
31,1979-12-31,8068.0
32,1980-12-31,7915.0
33,1981-12-31,7657.0
34,1982-12-31,6340.0
35,1983-12-31,6621.0
36,1984-12-31,7513.0
37,1985-12-31,7774.0
38,1986-12-31,8226.0
39,1987-12-31,7698.0
40,1988-12-31,7653.0
41,1989-12-31,8336.0
42,1990-12-31,9438.0
43,1991-12-31,12006.0
