,Timestamp,Value
0,1947-12-31,792.0
1,1948-12-31,982.5
2,1949-12-31,1023.0
3,1950-12-31,1282.5
4,1951-12-31,1519.5
5,1952-12-31,1624.5
6,1953-12-31,1780.5
7,1954-12-31,1927.5
8,1955-12-31,2214.0
9,1956-12-31,2422.5
10,1957-12-31,2481.0
11,1958-12-31,2665.5
12,1959-12-31,3187.5
13,1960-12-31,3409.5
14,1961-12-31,3508.5
15,1962-12-31,3832.5
16,1963-12-31,4143.0
17,1964-12-31,4426.5
18,1965-12-31,4606.5
19,1966-12-31,4858.5
20,1967-12-31,5167.5
21,1968-12-31,5785.5
22,1969-12-31,6684.0
23,1970-12-31,6702.0
24,1971-12-31,6852.0
25,1972-12-31,7797.0
26,1973-12-31,7932.0
27,1974-12-31,7696.5
28,1975-12-31,7296.0
29,1976-12-31,7710.0
30,1977-12-31,7783.5
31,1978-12-31,7735.5
32,1979-12-31,8715.0
33,1980-12-31,8067.0
34,1981-12-31,8025.0
35,1982-12-31,8209.5
36,1983-12-31,8260.5
37,1984-12-31,8632.5
38,1985-12-31,8754.0
39,1986-12-31,8281.5
40,1987-12-31,8824.5
41,1988-12-31,9091.5
42,1989-12-31,9133.5
43,1990-12-31,8520.0
44,1991-12-31,9244.5
45,1992-12-31,9634.5
46,1993-12-31,9382.5
