,Timestamp,Value
0,1961-12-31,5803.0
1,1962-12-31,5720.0
2,1963-12-31,5938.0
3,1964-12-31,6225.0
4,1965-12-31,6401.0
5,1966-12-31,6487.0
6,1967-12-31,6165.0
7,1968-12-31,6186.0
8,1969-12-31,6221.0
9,1970-12-31,5692.0
10,1971-12-31,5748.0
11,1972-12-31,6022.0
12,1973-12-31,6695.0
13,1974-12-31,8149.0
14,1975-12-31,7280.0
15,1976-12-31,7085.0
16,1977-12-31,5864.0
17,1978-12-31,7124.0
18,1979-12-31,7185.0
19,1980-12-31,7334.0
20,1981-12-31,8507.0
21,1982-12-31,1295.0
22,1983-12-31,1254.0
23,1984-12-31,4621.0
24,1985-12-31,3651.0
25,1986-12-31,1628.0
26,1987-12-31,6356.0
27,1988-12-31,5993.0
28,1989-12-31,6512.0
29,1990-12-31,5583.0
30,1991-12-31,3561.0
31,1992-12-31,6161.0
