,Timestamp,Value
0,1984-03-31,2182.6
1,1984-06-30,2189.8
2,1984-09-30,2136.7
3,1984-12-31,2155.6
4,1985-03-31,2141.8
5,1985-06-30,2267.34
6,1985-09-30,2308.44
7,1985-12-31,2428.4
8,1986-03-31,2443.7
9,1986-06-30,2519.86
10,1986-09-30,2585.0
11,1986-12-31,2580.4
12,1987-03-31,2593.5
13,1987-06-30,2730.16
14,1987-09-30,2772.74
15,1987-12-31,2890.2
16,1988-03-31,4181.36
17,1988-06-30,4341.4
18,1988-09-30,4391.8
19,1988-12-31,4592.8
20,1989-03-31,4651.6
21,1989-06-30,4671.4
22,1989-09-30,4737.4
23,1989-12-31,4730.4
24,1990-03-31,4604.6
25,1990-06-30,4663.8
26,1990-09-30,4767.6
27,1990-12-31,4825.0
28,1991-03-31,4808.0
29,1991-06-30,4840.0
30,1991-09-30,4958.0
31,1991-12-31,4834.0
32,1992-03-31,4904.6
33,1992-06-30,5014.0
34,1992-09-30,5023.2
35,1992-12-31,4068.2
36,1993-03-31,4713.0
37,1993-06-30,4201.0
38,1993-09-30,4085.8
39,1993-12-31,4065.0
40,1994-03-31,3940.2
41,1994-06-30,3686.8
42,1994-09-30,3816.6
43,1994-12-31,2993.6
