,Timestamp,Value
0,1975-12-31,184.3
1,1976-01-31,185.9
2,1976-02-29,186.5
3,1976-03-31,185.5
4,1976-04-30,187.0
5,1976-05-31,187.6
6,1976-06-30,188.1
7,1976-07-31,189.4
8,1976-08-31,189.9
9,1976-09-30,192.1
10,1976-10-31,193.8
11,1976-11-30,195.4
12,1976-12-31,196.1
13,1977-01-31,198.0
14,1977-02-28,199.5
15,1977-03-31,201.1
16,1977-04-30,201.6
17,1977-05-31,203.6
18,1977-06-30,203.9
19,1977-07-31,204.7
20,1977-08-31,205.1
21,1977-09-30,205.4
22,1977-10-31,205.7
23,1977-11-30,205.6
24,1977-12-31,206.9
25,1978-01-31,204.9
26,1978-02-28,205.4
27,1978-03-31,205.1
28,1978-04-30,204.4
29,1978-05-31,205.0
30,1978-06-30,205.7
31,1978-07-31,207.4
32,1978-08-31,206.0
33,1978-09-30,205.6
34,1978-10-31,208.5
35,1978-11-30,210.1
36,1978-12-31,209.3
37,1979-01-31,212.7
38,1979-02-28,212.9
39,1979-03-31,212.9
40,1979-04-30,216.2
41,1979-05-31,216.0
42,1979-06-30,216.3
43,1979-07-31,216.3
44,1979-08-31,218.0
45,1979-09-30,218.7
46,1979-10-31,219.4
47,1979-11-30,220.5
48,1979-12-31,220.7
49,1980-01-31,220.6
50,1980-02-29,222.2
51,1980-03-31,222.5
52,1980-04-30,222.9
53,1980-05-31,223.7
54,1980-06-30,224.3
55,1980-07-31,224.3
56,1980-08-31,224.7
57,1980-09-30,224.1
58,1980-10-31,222.0
59,1980-11-30,222.5
60,1980-12-31,220.4
61,1981-01-31,219.3
62,1981-02-28,219.9
63,1981-03-31,217.2
64,1981-04-30,214.3
65,1981-05-31,214.7
66,1981-06-30,214.9
67,1981-07-31,214.0
68,1981-08-31,212.0
69,1981-09-30,206.1
70,1981-10-31,205.0
71,1981-11-30,208.2
72,1981-12-31,210.2
73,1982-01-31,209.3
74,1982-02-28,209.6
75,1982-03-31,210.6
76,1982-04-30,211.3
77,1982-05-31,210.8
78,1982-06-30,210.1
79,1982-07-31,209.7
80,1982-08-31,210.0
81,1982-09-30,210.4
82,1982-10-31,210.8
83,1982-11-30,214.1
84,1982-12-31,215.8
85,1983-01-31,217.8
86,1983-02-28,220.0
87,1983-03-31,221.3
88,1983-04-30,221.4
89,1983-05-31,222.0
90,1983-06-30,220.6
91,1983-07-31,222.9
92,1983-08-31,224.5
93,1983-09-30,226.3
94,1983-10-31,228.1
95,1983-11-30,229.2
96,1983-12-31,232.3
97,1984-01-31,233.6
98,1984-02-29,233.5
99,1984-03-31,234.4
100,1984-04-30,233.9
101,1984-05-31,234.7
102,1984-06-30,235.9
103,1984-07-31,232.9
104,1984-08-31,234.5
105,1984-09-30,234.6
106,1984-10-31,235.3
107,1984-11-30,235.1
108,1984-12-31,231.9
109,1985-01-31,231.1
110,1985-02-28,230.1
111,1985-03-31,229.6
112,1985-04-30,229.2
113,1985-05-31,229.6
114,1985-06-30,229.8
115,1985-07-31,228.8
116,1985-08-31,227.5
117,1985-09-30,226.1
118,1985-10-31,220.3
119,1985-11-30,218.2
120,1985-12-31,214.0
121,1986-01-31,208.6
122,1986-02-28,208.3
123,1986-03-31,207.3
124,1986-04-30,206.9
125,1986-05-31,206.2
126,1986-06-30,206.1
127,1986-07-31,208.2
128,1986-08-31,209.7
129,1986-09-30,210.8
130,1986-10-31,211.6
131,1986-11-30,212.7
