,Timestamp,Value
0,1984-03-31,2438.6
1,1984-06-30,2304.6
2,1984-09-30,2153.4
3,1984-12-31,2170.2
4,1985-03-31,2220.7
5,1985-06-30,2287.8
6,1985-09-30,2355.2
7,1985-12-31,2336.3
8,1986-03-31,2362.9
9,1986-06-30,2542.6
10,1986-09-30,2304.7
11,1986-12-31,2611.5
12,1987-03-31,2735.3
13,1987-06-30,2836.7
14,1987-09-30,3056.3
15,1987-12-31,3422.2
16,1988-03-31,3496.1
17,1988-06-30,3365.7
18,1988-09-30,2906.9
19,1988-12-31,3299.5
20,1989-03-31,3381.5
21,1989-06-30,3844.8
22,1989-09-30,3691.7
23,1989-12-31,4123.6
24,1990-03-31,4455.5
25,1990-06-30,4225.3
26,1990-09-30,4033.0
27,1990-12-31,4166.5
28,1991-03-31,4188.6
29,1991-06-30,4106.7
30,1991-09-30,4066.5
31,1991-12-31,4433.3
32,1992-03-31,4420.6
33,1992-06-30,4550.2
34,1992-09-30,4355.8
35,1992-12-31,4322.3
36,1993-03-31,4196.2
37,1993-06-30,4332.1
38,1993-09-30,4488.4
39,1993-12-31,4662.1
40,1994-03-31,4815.5
41,1994-06-30,4980.9
42,1994-09-30,5271.2
