,Timestamp,Value
0,1969-12-31,77.0
1,1970-03-31,78.0
2,1970-06-30,65.0
3,1970-09-30,84.0
4,1970-12-31,84.0
5,1971-03-31,85.0
6,1971-06-30,70.0
7,1971-09-30,91.0
8,1971-12-31,92.0
9,1972-03-31,92.0
10,1972-06-30,75.0
11,1972-09-30,98.0
12,1972-12-31,97.0
13,1973-03-31,99.0
14,1973-06-30,80.0
15,1973-09-30,105.0
16,1973-12-31,101.0
17,1974-03-31,106.0
18,1974-06-30,86.0
19,1974-09-30,111.0
20,1974-12-31,112.0
21,1975-03-31,115.0
22,1975-06-30,94.0
23,1975-09-30,122.0
24,1975-12-31,123.0
25,1976-03-31,125.0
26,1976-06-30,99.0
27,1976-09-30,129.0
28,1976-12-31,129.0
29,1977-03-31,130.0
30,1977-06-30,101.0
31,1977-09-30,134.0
32,1977-12-31,132.0
33,1978-03-31,136.0
34,1978-06-30,106.0
35,1978-09-30,139.0
36,1978-12-31,133.0
37,1979-03-31,144.0
38,1979-06-30,114.0
39,1979-09-30,151.0
40,1979-12-31,147.0
41,1980-03-31,157.0
42,1980-06-30,123.0
43,1980-09-30,165.0
