,Timestamp,Value
0,1977-07-31,1646.67
1,1977-08-31,1512.32
2,1977-09-30,1681.36
3,1977-10-31,1400.34
4,1977-11-30,1607.49
5,1977-12-31,1740.59
6,1978-01-31,1480.54
7,1978-02-28,1221.65
8,1978-03-31,1653.91
9,1978-04-30,1704.99
10,1978-05-31,1667.47
11,1978-06-30,1711.06
12,1978-07-31,1706.32
13,1978-08-31,1624.62
14,1978-09-30,1675.2
15,1978-10-31,1650.75
16,1978-11-30,945.21
17,1978-12-31,1401.01
18,1979-01-31,1718.05
19,1979-02-28,1309.83
20,1979-03-31,1627.37
21,1979-04-30,1852.4
22,1979-05-31,1771.29
23,1979-06-30,1793.83
24,1979-07-31,1801.57
25,1979-08-31,1627.79
26,1979-09-30,1688.18
27,1979-10-31,1748.91
28,1979-11-30,1736.68
29,1979-12-31,1750.24
30,1980-01-31,1626.04
31,1980-02-29,1268.9
32,1980-03-31,1480.04
33,1980-04-30,1934.59
34,1980-05-31,1721.46
35,1980-06-30,1807.64
36,1980-07-31,1859.64
37,1980-08-31,1673.21
38,1980-09-30,1764.3
39,1980-10-31,1873.28
40,1980-11-30,1723.7
41,1980-12-31,1806.06
42,1981-01-31,1678.61
43,1981-02-28,1351.43
44,1981-03-31,1764.72
45,1981-04-30,1838.84
46,1981-05-31,1773.95
47,1981-06-30,1716.88
48,1981-07-31,1662.73
49,1981-08-31,1658.57
50,1981-09-30,1829.36
51,1981-10-31,1745.75
52,1981-11-30,1606.74
53,1981-12-31,1336.7
54,1982-01-31,1634.27
55,1982-02-28,1393.11
56,1982-03-31,1768.13
57,1982-04-30,1777.86
58,1982-05-31,1731.44
59,1982-06-30,1786.1
60,1982-07-31,1706.32
61,1982-08-31,1593.76
62,1982-09-30,1699.66
63,1982-10-31,1599.67
64,1982-11-30,1681.11
65,1982-12-31,1653.99
66,1983-01-31,1482.45
67,1983-02-28,1272.23
68,1983-03-31,1661.56
69,1983-04-30,1711.56
70,1983-05-31,1723.62
71,1983-06-30,1723.12
72,1983-07-31,1782.85
73,1983-08-31,1669.46
74,1983-09-30,1822.2
75,1983-10-31,1635.19
76,1983-11-30,1767.21
77,1983-12-31,1787.68
78,1984-01-31,1608.82
79,1984-02-29,1379.63
80,1984-03-31,1650.66
81,1984-04-30,1717.63
82,1984-05-31,1879.19
83,1984-06-30,1672.46
84,1984-07-31,1902.48
85,1984-08-31,1752.65
86,1984-09-30,1936.01
87,1984-10-31,1755.9
88,1984-11-30,1900.32
89,1984-12-31,1824.36
90,1985-01-31,1809.31
91,1985-02-28,1448.01
92,1985-03-31,1744.0
93,1985-04-30,1792.5
94,1985-05-31,1561.98
95,1985-06-30,1608.98
96,1985-07-31,1687.43
97,1985-08-31,1485.11
98,1985-09-30,1591.85
99,1985-10-31,1454.17
100,1985-11-30,1460.24
101,1985-12-31,1569.72
102,1986-01-31,1273.39
103,1986-02-28,1068.66
104,1986-03-31,1414.74
105,1986-04-30,1464.15
106,1986-05-31,1407.58
107,1986-06-30,1320.15
108,1986-07-31,1479.21
109,1986-08-31,1444.77
110,1986-09-30,1426.22
111,1986-10-31,1593.93
112,1986-11-30,1638.02
113,1986-12-31,1611.4
114,1987-01-31,1415.98
115,1987-02-28,1256.76
116,1987-03-31,1567.64
117,1987-04-30,1557.66
118,1987-05-31,1505.66
119,1987-06-30,1421.22
120,1987-07-31,1421.31
121,1987-08-31,1433.62
122,1987-09-30,1580.53
123,1987-10-31,1363.24
124,1987-11-30,1464.93
125,1987-12-31,1569.35
126,1988-01-31,1307.54
127,1988-02-29,1059.42
128,1988-03-31,1421.84
129,1988-04-30,1471.05
130,1988-05-31,1391.36
131,1988-06-30,1395.52
132,1988-07-31,1411.57
133,1988-08-31,1344.16
134,1988-09-30,1533.0
135,1988-10-31,1488.28
136,1988-11-30,1521.74
137,1988-12-31,1513.43
138,1989-01-31,1307.31
