,Timestamp,Value
0,1976-03-31,1586.0
1,1976-06-30,1797.5
2,1976-09-30,1978.5
3,1976-12-31,1771.0
4,1977-03-31,1819.0
5,1977-06-30,2013.0
6,1977-09-30,2228.5
7,1977-12-31,2076.5
8,1978-03-31,2113.0
9,1978-06-30,2330.0
10,1978-09-30,2615.0
11,1978-12-31,2349.0
12,1979-03-31,2458.0
13,1979-06-30,2727.5
14,1979-09-30,3201.5
15,1979-12-31,3009.0
16,1980-03-31,3186.5
17,1980-06-30,3456.5
18,1980-09-30,3850.0
19,1980-12-31,3524.0
20,1981-03-31,3586.0
21,1981-06-30,3981.0
22,1981-09-30,4107.5
23,1981-12-31,3599.5
24,1982-03-31,3512.5
25,1982-06-30,3907.5
26,1982-09-30,4166.5
27,1982-12-31,3598.5
28,1983-03-31,3562.0
29,1983-06-30,4091.0
30,1983-09-30,4548.5
31,1983-12-31,4162.0
32,1984-03-31,4230.5
33,1984-06-30,4791.5
34,1984-09-30,4964.0
35,1984-12-31,4531.5
36,1985-03-31,4505.0
37,1985-06-30,5094.0
38,1985-09-30,5262.5
39,1985-12-31,4728.0
40,1986-03-31,4588.0
41,1986-06-30,4939.0
42,1986-09-30,5424.0
43,1986-12-31,4887.0
44,1987-03-31,4970.0
45,1987-06-30,5674.0
46,1987-09-30,6174.0
47,1987-12-31,5641.0
48,1988-03-31,5687.5
49,1988-06-30,6425.0
50,1988-09-30,6798.5
51,1988-12-31,6237.0
52,1989-03-31,6384.0
53,1989-06-30,6901.5
54,1989-09-30,7115.5
55,1989-12-31,6497.0
56,1990-03-31,6759.0
57,1990-06-30,7480.0
58,1990-09-30,7827.0
59,1990-12-31,7149.0
60,1991-03-31,6436.5
61,1991-06-30,7229.0
62,1991-09-30,7830.0
63,1991-12-31,7050.0
64,1992-03-31,7293.5
65,1992-06-30,7382.0
66,1992-09-30,8013.5
67,1992-12-31,7216.5
68,1993-03-31,7518.0
69,1993-06-30,8103.0
70,1993-09-30,8621.0
