,Timestamp,Value
0,1977-12-31,13.3
1,1978-01-31,14.5
2,1978-02-28,13.4
3,1978-03-31,11.9
4,1978-04-30,12.0
5,1978-05-31,12.1
6,1978-06-30,12.4
7,1978-07-31,12.2
8,1978-08-31,11.9
9,1978-09-30,12.7
10,1978-10-31,12.9
11,1978-11-30,13.0
12,1978-12-31,13.8
13,1979-01-31,12.6
14,1979-02-28,12.8
15,1979-03-31,11.3
16,1979-04-30,10.9
17,1979-05-31,12.5
18,1979-06-30,12.0
19,1979-07-31,11.8
20,1979-08-31,11.0
21,1979-09-30,11.9
22,1979-10-31,12.5
23,1979-11-30,15.5
24,1979-12-31,14.8
25,1980-01-31,14.3
26,1980-02-29,13.4
27,1980-03-31,13.0
28,1980-04-30,13.1
29,1980-05-31,12.1
30,1980-06-30,12.5
31,1980-07-31,13.3
32,1980-08-31,14.3
33,1980-09-30,13.4
34,1980-10-31,14.0
35,1980-11-30,13.8
36,1980-12-31,13.6
37,1981-01-31,12.1
38,1981-02-28,12.8
39,1981-03-31,12.2
40,1981-04-30,11.8
41,1981-05-31,12.3
42,1981-06-30,12.2
43,1981-07-31,11.7
44,1981-08-31,11.9
45,1981-09-30,13.0
46,1981-10-31,12.9
47,1981-11-30,12.8
48,1981-12-31,12.9
49,1982-01-31,11.8
50,1982-02-28,13.6
51,1982-03-31,12.5
52,1982-04-30,13.4
53,1982-05-31,11.4
54,1982-06-30,10.6
55,1982-07-31,11.0
56,1982-08-31,11.1
