,Timestamp,Value
0,1947-12-31,235.0
1,1948-12-31,245.5
2,1949-12-31,299.5
3,1950-12-31,334.0
4,1951-12-31,362.5
5,1952-12-31,443.0
6,1953-12-31,469.5
7,1954-12-31,500.0
8,1955-12-31,593.0
9,1956-12-31,676.0
10,1957-12-31,730.5
11,1958-12-31,796.0
12,1959-12-31,912.0
13,1960-12-31,1001.0
14,1961-12-31,1010.0
15,1962-12-31,1146.0
16,1963-12-31,1294.0
17,1964-12-31,1420.5
18,1965-12-31,1670.5
19,1966-12-31,1907.0
20,1967-12-31,2167.0
21,1968-12-31,2410.0
22,1969-12-31,2883.5
23,1970-12-31,3249.5
24,1971-12-31,3529.5
25,1972-12-31,4156.0
26,1973-12-31,4379.0
27,1974-12-31,4153.0
28,1975-12-31,4088.5
29,1976-12-31,3877.5
30,1977-12-31,4165.0
31,1978-12-31,4622.5
32,1979-12-31,4969.5
33,1980-12-31,4985.5
34,1981-12-31,4989.0
35,1982-12-31,5137.5
36,1983-12-31,6129.0
37,1984-12-31,6954.5
38,1985-12-31,7384.0
39,1986-12-31,7178.5
40,1987-12-31,8212.5
41,1988-12-31,8604.5
42,1989-12-31,8801.5
43,1990-12-31,9511.0
44,1991-12-31,8789.5
45,1992-12-31,9504.5
46,1993-12-31,9990.5
