,Timestamp,Value
0,1970-12-31,1853.0
1,1971-12-31,1877.0
2,1972-12-31,1898.0
3,1973-12-31,1916.0
4,1974-12-31,1926.0
5,1975-12-31,1940.0
6,1976-12-31,1959.0
7,1977-12-31,2070.0
8,1978-12-31,2222.0
9,1979-12-31,2402.0
10,1980-12-31,2617.0
11,1981-12-31,2841.0
12,1982-12-31,3020.0
13,1983-12-31,3186.0
14,1984-12-31,3349.0
15,1985-12-31,3525.0
16,1986-12-31,3669.0
17,1987-12-31,3817.0
18,1988-12-31,3979.0
19,1989-12-31,4207.0
20,1990-12-31,4442.0
21,1991-12-31,4681.0
22,1992-12-31,5000.0
23,1993-12-31,4707.0
24,1994-12-31,4923.0
25,1995-12-31,5137.0
