,Timestamp,Value
0,1976-03-31,1460.0
1,1976-06-30,1520.0
2,1976-09-30,1480.0
3,1976-12-31,2100.0
4,1977-03-31,1580.0
5,1977-06-30,1600.0
6,1977-09-30,1540.0
7,1977-12-31,3080.0
8,1978-03-31,1780.0
9,1978-06-30,1800.0
10,1978-09-30,1720.0
11,1978-12-31,2440.0
12,1979-03-31,1880.0
13,1979-06-30,2040.0
14,1979-09-30,2300.0
15,1979-12-31,3060.0
16,1980-03-31,3000.0
17,1980-06-30,3040.0
18,1980-09-30,2920.0
19,1980-12-31,3460.0
20,1981-03-31,3180.0
21,1981-06-30,3220.0
22,1981-09-30,3260.0
23,1981-12-31,3800.0
24,1982-03-31,3420.0
25,1982-06-30,3420.0
26,1982-09-30,3280.0
27,1982-12-31,4000.0
28,1983-03-31,3240.0
29,1983-06-30,3220.0
30,1983-09-30,3060.0
31,1983-12-31,3840.0
32,1984-03-31,3420.0
33,1984-06-30,3420.0
34,1984-09-30,3280.0
35,1984-12-31,3980.0
36,1985-03-31,4380.0
37,1985-06-30,4280.0
38,1985-09-30,4220.0
39,1985-12-31,4980.0
40,1986-03-31,4140.0
41,1986-06-30,3960.0
42,1986-09-30,3840.0
43,1986-12-31,4720.0
44,1987-03-31,4220.0
45,1987-06-30,4360.0
46,1987-09-30,4420.0
47,1987-12-31,5460.0
48,1988-03-31,4880.0
49,1988-06-30,4700.0
50,1988-09-30,4480.0
51,1988-12-31,5380.0
52,1989-03-31,4740.0
53,1989-06-30,4740.0
54,1989-09-30,4500.0
55,1989-12-31,5140.0
56,1990-03-31,4620.0
57,1990-06-30,4600.0
58,1990-09-30,4560.0
59,1990-12-31,5640.0
60,1991-03-31,4580.0
61,1991-06-30,4800.0
62,1991-09-30,4340.0
63,1991-12-31,5420.0
64,1992-03-31,5640.0
65,1992-06-30,5620.0
66,1992-09-30,5580.0
67,1992-12-31,6660.0
68,1993-03-31,6480.0
69,1993-06-30,5760.0
70,1993-09-30,5600.0
